id_pessoa,id_historico_banco,id_emprestimo,idade,salario_anual,situacao_propriedade,tempo_trabalho,motivo_emprestimo,pontuacao_emprestimo,valor_solicitado,taxa_de_juros,possibilidade_inadimplencia,percentual_emprestimo_salario,eh_inadimplente,tempo_primeira_solicitacao_credito
l8cvbCw1-5CWp,x1qOU3gd-2s9z,H0kl3tMX-Ww7l,27,50000,Mortgage,5,Venture,B,2000,10.99,0,0.04,N,6
4gzKPul9-h9hj,ppk7BROX-yeat,lIhzJux2-KqYx,28,86400,Mortgage,NULL,Debtconsolidation,A,5000,7.9,0,0.06,N,8
U0bWznQh-Ohbs,drYJfOdA-e9oX,0c3yWwlf-Q5ei,23,26976,Rent,4,Education,A,9000,7.51,1,0.33,N,2
wwLKi4Ro-GUJg,mLmhEHhI-hOuM,kwy8l6Nb-49JU,32,68000,Mortgage,6,Education,C,1000,14.72,1,0.01,Y,9
hmv9sg6v-P1ix,1Y4xXFRa-4fBN,kHSXzTtz-QyfQ,23,52000,Rent,5,Personal,D,4600,14.96,1,0.09,N,2
eTi7dOJ7-j1Y1,JN8CLgbR-MMIh,qEdt3c1B-Cyw1,25,134748,Mortgage,4,Homeimprovement,B,25000,10.75,0,0.19,N,3
vRvCssn5-81Q2,KERdmIa9-j8y9,NSQGTO8t-FfAT,24,42000,Mortgage,6,Venture,B,9250,11.12,0,0.22,N,4
KBxkWm8Y-oCU0,MNonfDsq-nkBo,HfDredFs-zKSc,23,NULL,Mortgage,7,Education,,6000,NULL,0,0.17,N,2
57kZXxY2-zuf1,hWZT4Qus-zASQ,a5pCH3XY-q6CS,27,100000,Rent,4,Medical,B,20000,11.12,0,0.2,N,9
yv224BlI-k5r8,iTKQnKQ6-k7Xp,Db6hraeX-v7w6,34,120000,Mortgage,2,Education,B,4200,12.69,0,0.04,N,6
Ka5SuYYL-JbNW,KkHKHNl5-vCek,FGD0yB7l-qle5,41,42000,Rent,2,Medical,A,5000,7.49,0,0.12,N,12
81pE6yus-ycpx,qcGmu0Sl-2GmQ,kNxid6gP-dm04,23,30000,Rent,3,Medical,D,3000,15.2,1,0.1,Y,2
Fx9dYCdl-EGAH,8m260ipP-sZLs,1R6ZIzMt-g0c1,29,24000,Rent,1,Medical,A,5000,6.92,0,0.21,N,10
SiXQbMtx-Uk2c,JRY62NuY-so8l,5jWoCg8p-kJzr,24,108000,Mortgage,1,Debtconsolidation,D,25000,13.99,1,0.23,Y,2
nAityj0Q-syCI,HPkcv4Ar-gz3r,5TuUEHJu-tSbs,35,19820,Rent,0,Personal,B,4000,11.12,1,0.2,N,10
vAsPpgSq-CaHZ,mMPyBwER-8MpN,wyfjmJHS-3rmF,25,48000,Rent,9,Medical,B,4800,NULL,0,0.1,N,3
7zUTi9Tt-NGp0,4c84UUak-NDsj,IJzYNdjj-KRQa,35,54000,Own,NULL,Venture,A,6000,6.62,0,0.11,N,9
EBgzvmrR-aseD,42lHWkSE-F0Dc,biGsDxZy-GOLx,22,14400,Rent,0,Homeimprovement,D,2100,14.83,1,0.15,N,3
nxuC16tH-pB4w,f0J7Ethv-u873,R0CjHh8O-27Oz,32,15600,Rent,4,Homeimprovement,A,5000,5.42,1,0.32,N,5
B8J92wb8-3n0q,zC5vLPNO-XpxS,od5t9XDd-oo4I,38,200000,Rent,4,Homeimprovement,B,21000,10.37,0,0.1,N,11
xYTQFxQM-lce7,4TPCG5gj-2zl4,3IKMyDAk-pXI5,22,43000,Rent,3,Medical,D,10000,16.77,1,0.23,N,2
HSHB3F2d-ROKe,FBqy6dCF-DsG0,M79nnRTj-Sm2e,25,80000,Rent,0,Education,C,9000,NULL,0,0.11,N,2
a5XncrhR-yumP,agEYSwjD-GXze,8Z0t9jmq-3cjC,28,32000,Mortgage,4,Education,B,8000,NULL,0,0.11,,14
QUcACBdQ-7lNs,UqgkPDY1-2SNJ,UuNsF2og-FdiT,50,19200,Rent,2,Education,F,4000,11.49,NULL,0.19,N,9
5n1kG88k-y8T2,joF9pyam-ooaL,hum0dvQB-1Hyc,27,75800,Rent,0,Education,A,2475,6.54,0,0.03,N,8
8Z0pdbTJ-351H,XU9kns9U-Lj2S,qREsWvdr-degf,23,40000,Rent,3,Venture,B,1000,10.62,0,0.03,N,4
oG0MHyOe-eOFa,oYk6A4u3-UpbZ,oBo5Bpmy-czbb,33,48000,Mortgage,7,Personal,B,7000,12.42,1,0.15,N,5
HuokXrvk-3HaF,6pmTQ7en-YRqS,CQrFlj31-4n9N,21,38000,Rent,5,Education,B,12000,10.37,1,0.32,N,4
tk1LIfSk-ZFFm,eHFpqYF2-FTpn,sLpx2dAH-2FaP,27,40800,Mortgage,3,Debtconsolidation,A,2000,7.29,1,0.05,N,5
EJTkaoHl-nM4a,dgUWLwUN-0Rfk,fO1DRpmy-4NY4,28,73000,Mortgage,5,Personal,C,12000,13.11,0,0.16,N,9
vxXiGMUQ-JSk4,LRy2peoa-dzsf,1bMKkHe9-eK13,50,76500,Rent,1,Personal,B,20000,11.99,0,0.26,N,17
xCMgt1ZR-h632,SIX4NULh-SYqi,qU7OItq8-NKw6,38,65000,Rent,2,Venture,A,7000,7.88,0,0.11,N,11
O5Y0Wg5k-aH1g,U02Fxb6M-FXhy,DxxAwHgB-4olS,24,112500,Mortgage,3,Education,C,8600,13.11,0,0.08,Y,3
lwABSXd3-n8II,qh5UTKEL-6rhb,XAr9Dng8-Ib92,22,30000,Rent,0,Homeimprovement,B,5000,8.88,1,0.17,N,3
XqhrNqkq-BlER,Y9Q2pdzT-Wale,x8Op92c0-odC9,21,28776,Mortgage,NULL,Education,A,8000,8.9,0,0.28,N,4
BKJMkBBH-zuMd,tMSFHQBj-iQGg,x77IRDxR-hO6i,56,65000,Rent,7,Debtconsolidation,A,7700,5.42,0,0.12,N,24
ov5hzpTp-w4aZ,UuMhiZ2B-8q8c,eS6hvG6W-erwH,25,39000,Rent,6,Venture,D,16000,15.65,1,0.41,Y,3
dJkX7BLQ-NgIr,7NZEdDNZ-MlMt,hucz68Pw-27Ns,40,60000,Rent,3,Education,D,5000,15.31,0,0.08,Y,16
jtTYU1Co-G8TO,Gklap06Z-imC4,hTsr5RTr-EiN5,32,78000,Mortgage,5,Debtconsolidation,A,5400,7.88,0,0.07,N,6
krkQgygB-rq0c,SSRcuZWO-9S76,K7yZ6SeQ-iCZo,29,58000,Rent,4,Personal,A,14000,6.62,0,0.24,N,5
MSDPK70C-SO1L,EXY2DYDS-JUHZ,LwdKispZ-mmxQ,23,37000,Own,6,Medical,A,1125,5.79,0,0.03,N,3
xsu88L9B-aYwz,JPoH2ONp-zLiz,c00AJ2sv-NfpK,32,132000,Mortgage,16,Homeimprovement,B,25000,10.99,0,0.19,N,7
0G1gxTZj-OFEn,DSdi1Rs0-IOB6,6eG1Suw6-KYyW,35,200000,Rent,7,Venture,B,5000,NULL,0,0.03,N,10
5qsZMOCt-1tfb,XjM325mk-Kf06,wjeyqWFE-k8Wx,31,39000,Rent,15,Debtconsolidation,C,5200,13.48,0,0.13,N,9
EDD1AyRt-cobu,cC6TLkeP-75tg,oJRxRUeG-ZYqv,39,78200,Rent,18,Medical,D,24250,16,1,0.26,Y,13
WLUl0xdu-CAnT,NauhhBqd-Fvj3,Dd3jLCxJ-hK0S,23,85000,Mortgage,6,Personal,B,25000,10.75,0,0.29,N,4
H54Q0zdy-1YMz,wK4yZjMd-L88o,SfRIzq06-pdX9,69,24000,Rent,3,Medical,A,6000,6.62,0,0.25,N,20
cAXtkaxW-xfqY,oZjqgaeW-4nRP,IY7G4szo-9Pbn,35,200000,Mortgage,3,Education,C,25000,NULL,0,0.13,Y,7
y40HsvwX-XoWA,mgQO5lRP-ucCJ,viFzY35T-YjZU,23,63000,Rent,0,Venture,D,16000,14.42,1,0.25,Y,2
hesswmo8-kzO3,vhyC8EqJ-Ap1Y,3dO0COE9-2LEg,22,79000,Mortgage,6,Education,B,10000,10.99,0,0.13,N,2
nlAA69xj-eTYD,JWBQ7iGK-XSpT,x1qHwMcX-u4bb,29,75000,Mortgage,2,Personal,A,9000,NULL,0,0.12,N,6
RGuybncp-pKOs,OJvzY5Ha-gTO7,uk6ltObX-Xa5H,22,160000,Rent,6,Personal,A,20000,7.49,0,0.13,N,3
9ydmrI3n-2mnt,RlZvtRoL-onCS,HZNoU35h-qq55,27,37200,Rent,4,Education,D,4000,17.27,1,0.11,N,9
QJeYmqsT-YWrS,TkCkebMi-TKOp,uGCre0tA-um0t,31,24000,Rent,3,Venture,A,6000,8.49,0,0.25,N,9
MFMYRbQ7-aQtf,WQhD0E6x-YghA,OdcAbRBf-4vyL,28,48000,Rent,8,Personal,C,10000,13.48,0,0.21,Y,9
3Kn8ftyL-Qtzv,r5Qynfpb-mO7v,21nS3xsJ-xoU3,26,36000,Rent,0,Personal,B,4000,10.14,0,0.11,N,2
xdKKDWBF-9sdK,9S4GcctB-lUYW,aDyPjLwF-gj6E,23,52000,Rent,4,Debtconsolidation,C,6000,14.22,0,0.12,N,4
mh3OgjvM-xZ4I,lkspe9Qr-9ItL,8YxXWZ92-vjeQ,30,65136,Mortgage,0,Personal,C,6250,12.87,0,0.1,Y,9
Zn8r6WiZ-t2MN,NkPAtld3-F3Ng,ZJavDAfi-SxkU,22,60000,Own,6,Medical,C,10000,NULL,0,0.17,Y,3
aLnWBLp2-L1Dz,A97784rb-tHKP,DMTalIT9-qwd6,30,26400,Rent,14,Debtconsolidation,C,3250,14.35,1,0.12,N,9
uyviB6l2-Qv8M,shLtxmfM-0fRt,TqMM5e9p-Gnhf,25,74004,Rent,2,Debtconsolidation,D,7500,12.61,1,0.1,Y,4
C85EJtN0-9RYM,IzxaT0nq-7n62,0oMR0Gug-IUJ9,25,19200,Rent,0,Debtconsolidation,C,3800,14.35,1,0.2,Y,4
zMRECKcR-YTOO,QMD00IKf-iyty,FjwJXbiM-h1Oy,35,51996,Own,16,Venture,A,2000,6.17,0,0.04,N,8
RKWIoNcB-Y0L6,7xXq7owW-JST5,4bebbcf5-AR27,30,102489,Mortgage,14,Personal,B,25000,12.18,0,0.24,N,7
USth97Yt-UqfX,8x0lYUS4-iClr,ywvPXts0-a4NO,35,48000,Rent,6,Medical,A,17000,7.88,1,0.35,N,6
McO5I7tr-afcl,l3rPzJwe-92Mf,UY5gOxHl-CWeW,24,35000,Own,1,Medical,A,10000,7.9,0,0.29,N,4
fjBsjBy7-sx6Z,7p2mkfLL-buwu,fL9tohcw-cES2,23,75000,Mortgage,7,Venture,B,5400,12.69,0,0.07,N,2
qXKBKK0I-fqTP,MO12odvo-YQyD,N3p0JHah-mrda,22,46300,Rent,1,Education,A,6400,NULL,0,0.14,N,4
k33GMOBI-jurN,kLBLhx0g-3zKP,9iDQSpRq-03kj,31,38000,Own,8,Education,C,6600,13.47,0,0.17,N,5
q56dhba9-arAD,ZJrBIh7S-8vTU,4IsbDnmc-ko8t,24,54000,Mortgage,8,Personal,D,1500,14.42,1,0.03,Y,4
eHjKF062-z1n4,tzFd5kgW-f9O4,q3dXyPcC-ef19,25,172000,,9,Education,B,9000,NULL,0,0.16,N,16
ftaffzZO-hvpg,dK7oAN5N-5Qrt,yrL2H63U-7sR0,25,54996,Rent,3,Homeimprovement,B,12000,10.37,0,0.22,N,2
ohAEO99s-i8s1,osBbhf1S-zOHO,yI4n3dQq-30Fq,29,98736,Own,13,Venture,B,9000,11.89,0,0.09,N,6
0rFoYLpj-4EQH,UCLJuwvf-XC8g,SEMSgZk5-zhaR,28,56056,Rent,3,Debtconsolidation,B,5600,10.37,0,0.1,N,6
922rTq0y-gjR0,RhDRX7wF-0Bzy,s1nGUJQa-MRJ5,23,51000,Rent,3,Debtconsolidation,E,7200,14.67,1,0.14,N,3
ehtkSJl4-r4ar,v6tvT36R-tGss,ntWJYick-cbnF,26,64000,Mortgage,2,,D,14000,7.88,0,NULL,N,4
U8RRh7Ir-ejF1,6oiM86HH-u3b4,WTWkePGE-9Wcx,42,96000,Mortgage,9,Personal,A,5100,5.42,0,0.05,N,14
e4UxeCbh-otAR,M12Rrvsv-OgNE,kLPQeDp8-eHSM,27,65000,Own,8,Medical,A,5000,7.88,0,0.08,N,5
2j8gNEFh-EjYE,GFPYxYEv-raf8,A9i3L3xf-i9tq,32,150000,Mortgage,NULL,Personal,,4000,11.11,0,0.09,N,2
qDuduwAI-MfAm,qQE1c4pO-ODnx,EIiHxEg5-j3qW,27,50000,Mortgage,4,Education,B,2100,9.91,0,0.04,N,6
L4BQijAD-anYL,DHMtdIwY-Mnql,GNqMrKjq-BafK,25,133000,Mortgage,8,Debtconsolidation,F,NULL,NULL,0,0.2,N,9
BxuAB570-7ZhR,JLDB0UuB-JfBp,ze7xCIFm-GHcO,35,69000,Rent,1,Education,B,12000,11.26,1,0.17,N,5
o1JJyhDK-zeUH,8NfmN3Pr-T0nC,nkSZYJx4-06v3,27,54000,Rent,2,Personal,D,20000,16,1,0.37,N,6
r1LiUhn4-e2QN,CbYc4ol4-BUqu,xdaiD8YU-T1bb,26,68000,Mortgage,2,Medical,A,3600,6.54,0,0.05,N,3
G3Y6tx52-8WiL,3Wfwy4er-eFYZ,UTuTzQ6D-I6K2,29,150000,Mortgage,9,Homeimprovement,B,12000,10.62,0,0.08,N,9
1ZERNB4W-ihSM,0cPOupvp-25Pk,yJevosT8-2mn1,29,35568,Mortgage,5,Debtconsolidation,B,3975,10.99,0,0.11,N,7
ODa7u3ky-wI5a,4opQsrsL-QCQO,FyqT4l2T-P8pZ,43,11340,Rent,4,Education,C,1950,NULL,1,0.17,N,11
rjPPztMk-uRdH,CzKoASPx-ojvm,mETBPoPZ-b5GG,30,102213,Rent,3,Medical,D,25000,15.7,1,0.21,N,7
oczfLHiH-rzo9,69JqlgS0-ucDv,XeNHxZO8-KkWZ,22,57000,Rent,6,Education,C,12000,13.11,0,0.21,N,2
DS16tMfr-yW7E,juIU1A15-X8BJ,cxKxE6Mz-Yh7M,26,21600,Rent,3,Medical,B,6000,10.59,0,0.28,N,4
zIipb48y-21Ix,IXsClWRF-zYwH,QeyOPXkm-GzEo,23,36000,Rent,6,Venture,C,9000,10.78,0,0.25,Y,4
KgTTTlnC-XHl2,sxQCDms1-3Xg2,WWROnHTZ-iuCu,22,67320,Mortgage,7,Education,C,3900,14.35,0,0.06,Y,4
zKhBXo2u-WqgH,dNdJZagZ-EYux,oWxhfJ5z-XbcS,23,70000,Mortgage,5,Education,B,20000,12.21,0,0.29,N,4
xwwrjzlq-nxzp,EU2yi0bj-5bKN,wkvyLJqO-4poh,32,55000,Own,4,Homeimprovement,E,15250,16.35,0,0.28,Y,6
bQv6mUQ9-3Mbf,gOqEuvYZ-T1za,5x0t61fW-ghYo,39,60000,Mortgage,1,Education,C,17000,14.65,0,0.28,Y,14
4h34HthF-gkcY,1U4RjbvM-pWxW,nJSbgXid-KiQ8,24,30000,Rent,8,Medical,B,8000,9.25,0,0.27,N,2
pj5c4z7K-uIwY,1a4bIbMm-S0n2,U8iwtNM1-FeQo,33,54000,Mortgage,6,Education,B,2100,9.99,0,0.04,N,6
j9TUTMcU-kixv,kXf81RZP-eudy,o0tqnjiY-2rNM,35,24000,Rent,3,Venture,C,3500,12.99,0,0.15,N,6
WQRqrHGZ-ZOBv,uZ6TF2o3-k7Kg,AgpADyfp-jm7Z,23,35000,Mortgage,7,Education,F,15000,18.43,0,0.43,Y,2
lx0fAyrW-LOS6,FekCOpzM-vd9F,4DtnO1Ii-fwbZ,29,115500,Rent,1,Education,B,20000,10.46,0,0.17,N,9
njGBnugm-85Dv,ObEkaKZr-9MDa,QKDlpIm7-sqMC,30,110400,Rent,1,Venture,D,14000,16.89,1,0.13,N,6
WgbzF9pq-gWn7,hHBErdnW-PUFm,6Zz44nWN-MUcR,21,62467,Rent,0,Medical,B,6500,NULL,0,0.1,N,4
r3AjYt6B-MLgW,kA9KJ9zo-8dGl,vGeDRghf-nJK0,25,29000,Rent,9,Personal,A,11000,8.49,1,0.38,N,2
sWHdj2iC-ptCT,CORh9A73-kFq2,0kPfk6Pw-ubqh,23,59000,Mortgage,7,Education,A,9000,8.49,0,0.15,N,3
KZ5KHTMx-PYXv,9A2K6LgG-sQf1,yicqNSEC-De28,22,35000,Rent,1,Education,C,2400,NULL,0,0.07,Y,2
rHWfJmCh-Gu00,uB7ZTjnB-cU8r,wcULafxf-P5qD,54,52000,Mortgage,5,Personal,B,1000,10,0,0.02,N,26
xEZe91is-Gi0S,6lfEGseB-gtnL,4lERXwj4-4sI2,29,95000,Mortgage,6,Venture,A,35000,7.9,0,0.37,N,8
CU1jAhkl-iA5R,bhbK8H69-X8I6,nkJCUWjK-gTf2,23,27972,Rent,6,Venture,A,5000,8.94,0,0.18,N,3
1RuYnawr-rhnj,LZbGYSIo-qoEC,ZCJIjpnF-Ma46,25,108000,Mortgage,5,Venture,A,10000,7.88,0,0.09,N,3
TSMqWF6o-rFBz,KhB1mdGL-JHaX,Kjpdrwjf-35SS,43,65000,Rent,2,Medical,B,5000,9.62,0,0.08,N,16
4YeKNc19-cZ5l,xWCeX7Qf-SFmC,uPf7vslc-mmca,23,66500,Mortgage,0,Debtconsolidation,B,22000,8.88,1,0.33,N,2
uz07gZ3S-Pky8,NyF5p9fh-q37k,MKC8MkqC-ryhQ,36,21324,Rent,0,Debtconsolidation,D,7550,14.61,1,0.35,N,13
gdG1iEaU-vS6B,JTkZ0ouQ-S4vc,9RMofWOA-ywPe,29,80000,Rent,0,Personal,B,1500,12.42,0,0.02,N,9
dB55HfE2-1ZdR,Ex8WxwUG-2fCb,CKm13HQG-JtG6,23,53760,Rent,0,Education,C,5000,13.43,0,0.09,N,4
e0mgozX1-8Maa,S8gAJfGQ-QLku,ArgizPsS-4fI7,27,57240,Own,4,Venture,B,15000,11.99,0,0.26,N,6
ARjHTqgU-YlHX,qDgHQ83f-du7p,63X0vejd-3PaE,26,30000,Mortgage,NULL,Debtconsolidation,A,8000,6.62,1,0.27,N,4
SZGimgLB-HCm7,5Qd1RaEe-66Rg,oO5ASQf0-QQ5K,36,150000,Mortgage,20,Debtconsolidation,A,10000,NULL,0,0.07,N,16
jbogyfwq-e7C6,F9aDvHsM-rwKB,N9nlehsb-8Iau,32,36000,Rent,4,Venture,A,5300,8.9,0,0.15,N,6
pUiG5ElD-8MUf,fW0sSKfs-aPwj,TiPK2yiJ-jRBN,27,29004,Rent,6,Debtconsolidation,A,7000,6.03,0,0.24,N,10
A7W80RZi-lTMb,gPqaUs55-8o1P,UnFxFiWF-Dh62,37,88000,Mortgage,2,Venture,C,1000,13.48,0,0.01,Y,11
iYKxJZLg-70FQ,e08IbbL7-qGBD,vAjI3ckL-K6Zn,38,49000,Rent,4,Debtconsolidation,A,3000,7.51,0,0.06,N,13
wP1Fjkpc-6x1D,7S4ddgv9-jDj9,eKTUmd6w-sHBE,22,135000,Mortgage,0,Debtconsolidation,A,10800,8,0,0.08,N,4
nsP9oDZx-hBnd,S844zjup-FfSY,RurABKJ6-XMM0,37,45000,Own,5,Venture,A,10800,6.03,0,0.24,N,14
yZkrgJnH-97Zo,ENshD5uJ-zaso,vOrefKja-1BbY,24,62000,Mortgage,8,Debtconsolidation,A,10000,7.49,0,0.16,N,3
lL9D2wrj-yj1S,WCHzBe7u-DFCq,gOTbf3Oz-lnMd,35,52000,Rent,2,Venture,B,9000,NULL,0,0.17,N,9
WqHIE6Ub-jASB,Azq9hIY1-x23H,DI7vT5dP-psi0,26,15000,Rent,0,Personal,A,4750,8.49,1,0.32,N,3
gOFGhkJb-EAgG,jXgQvS9S-M1pZ,SeeuETbA-xtup,21,44304,Rent,5,Education,C,2000,13.85,0,0.05,N,4
APwif91H-dhrP,cIZLqaLk-ggfF,7ZWuEDLT-MDgE,23,75000,Own,6,Venture,A,24000,7.9,0,0.32,N,3
7siahO4T-R8bG,weEyPK5T-xY1k,kWwNyu7b-R8w0,26,48000,Rent,0,Education,A,6000,8.59,0,0.13,N,4
Ltk5elE6-w9I1,1v5RdJZ8-PDrT,72LRRRcm-tRqG,22,50000,Mortgage,6,Venture,B,6000,12.69,0,0.12,N,4
fZ6tZG9o-3SKE,kzPYy3Xo-Duwa,d4r1vyqT-ekwy,29,34000,Rent,0,Debtconsolidation,B,10000,12.53,1,0.29,N,6
c7G831mf-rXw0,u0pmEvZt-llBe,Xh5AtsQ7-j29p,25,51492,Mortgage,2,Education,B,13800,10.38,0,0.27,N,4
M05c8jUF-tCH7,WCX67Kiw-jv9J,HQYfwtii-fgqJ,23,75000,Mortgage,7,Education,B,7100,9.25,0,0.09,N,2
tjZivN13-oXdz,hhZ0RnFe-CdnB,Ki8LT7rR-lKEw,22,32400,Mortgage,1,Debtconsolidation,A,5500,NULL,0,0.17,N,2
C9kd0MZH-FYS1,5gI844vy-jz4z,pYRRblZT-X8cG,28,80000,Mortgage,12,Debtconsolidation,A,12000,6.03,0,0.15,N,6
XuscU1nU-MS2E,LTD7KsjN-6smJ,L52Xb1ax-7jks,23,168952,Mortgage,5,Homeimprovement,A,12500,8.94,1,0.07,N,2
UihfnIph-oE6p,qbKkenHx-w1Ev,2sOCHref-cQZq,33,104000,Mortgage,3,Education,A,16000,NULL,0,0.15,N,9
8nkeuxfY-xFo9,4mk8jert-D9WU,fMhckZiq-ZYTz,28,87950,Mortgage,12,Personal,B,24000,10.75,0,0.27,N,7
94KDvTpP-KwX7,1MRyEUF8-aR4G,YiuqK3uN-f2YT,26,120000,Mortgage,10,Debtconsolidation,A,23000,6.62,0,0.19,N,3
rCexTwwR-n2lL,G939GP7k-0WN8,EeWSZcrl-rXXn,59,55000,Mortgage,15,Personal,B,1000,10.59,0,0.02,N,29
lIztn2BD-30W1,yTwTxp9g-cdy4,6UYq401o-sJ0A,25,25200,Own,5,Homeimprovement,D,1200,15.99,0,0.05,Y,3
wglZrcOg-rC0X,YMxvllPm-Q33S,SiHkodyY-Nmfv,24,90000,Rent,0,Debtconsolidation,A,10000,NULL,0,0.11,N,2
IxlwPqf9-x7IK,WzhNhvPJ-CMOX,yztaUdRL-nlkk,33,33600,Mortgage,NULL,Personal,C,2500,14.65,0,0.07,N,8
lYuDjnmP-w2I5,rABxH8sQ-dWQt,OwNbMdI8-Yftt,25,27040,Rent,2,Personal,A,6000,7.9,0,0.22,N,2
aAaaQZq3-QDpF,ZbH7Qvtt-nGYa,BmIbjZ6N-OtmD,29,108000,Mortgage,13,Debtconsolidation,A,3500,6.76,0,0.03,N,5
RkDvHUaM-7SrQ,6DYXl1bu-Ypvs,vsKrd2Fg-gumf,24,62500,Rent,5,Education,A,11500,5.79,0,0.18,N,3
3NftGASv-LHFH,WKgsGhA6-jRHY,lg37xYTq-1gXr,36,55000,Own,6,Medical,C,9000,NULL,0,0.16,N,16
Ibs3QdnI-4wEd,F438rDun-q2aT,yBQfKezZ-Jxf8,28,52000,Rent,2,Personal,B,10000,12.69,0,0.19,N,7
cEwU901B-h5DY,A30uQEnG-0u9p,9ZkfkBxb-TIDe,26,160000,Mortgage,0,Debtconsolidation,C,13750,NULL,0,0.09,N,4
pFt2TdPH-332b,eySvvaZq-sl60,0T1sHX9N-4hPa,25,63000,Mortgage,3,Personal,C,3000,13.47,0,0.05,Y,2
Moiz0605-ExnS,ByfmtZgn-PxJh,GQNkKkj0-F5Z8,32,27000,Rent,5,Education,C,4500,13.11,0,0.17,Y,5
BOyMebWA-4KTN,MAE4rsH2-oH7J,nNYYHxJP-FfzC,29,32000,Rent,2,Education,C,7000,14.65,1,0.22,Y,10
QWIFoLFB-JN5t,wUbr5ZGt-E1Fo,mwtywox3-hu9U,48,82500,Rent,4,Homeimprovement,A,18000,7.51,0,0.22,N,16
n9bcRIuO-v8Yj,yaPq0OD6-dMfA,h0GLhgR4-GK0C,31,60000,Rent,1,Medical,A,6200,8.59,0,0.1,N,7
OngaO0qo-OWGw,wL5Jhulr-z4a8,w9ge9ZyA-3dmJ,24,51684,Rent,8,Personal,B,3000,10.59,0,0.06,N,2
WS6KtcJ8-d27J,M9YxdaPI-l8ZH,2iPOAFSv-Mi6C,23,72000,Mortgage,5,Medical,A,16000,7.4,0,0.22,N,3
S2RSSEm8-Krga,GcI1jJ4s-ZWao,gKbs72Ny-Qlr2,32,73000,Rent,4,Debtconsolidation,A,10000,8.59,0,0.14,N,8
sB7ADOjr-Gt0e,6zu2qMXC-3ccF,dUko7Zzs-c8wo,30,90000,Rent,14,Education,D,3600,14.91,0,0.04,N,6
nywpgmK6-7H9j,6ehhyspO-jLoe,YigT6ZTe-TFS6,31,32400,Rent,2,Debtconsolidation,C,20500,11.03,1,0.63,Y,6
0irxJt98-iyb8,eWrI1zcW-ndXz,1H9IQ0W7-YD4Y,24,50000,Rent,3,Medical,C,3000,NULL,1,0.06,N,2
HFfsAwt1-ImcW,OB4GQyes-aPZh,Syv8NPsU-NDKG,27,56000,Mortgage,4,Debtconsolidation,B,10050,9.63,0,0.18,N,8
SUKM2xRE-v5Dm,uNFbfq41-bWy5,gvrLDimI-S7NJ,30,150000,Rent,5,Debtconsolidation,C,25000,12.53,0,0.17,N,6
IztA7x6l-7QIb,Z2jjSTiy-Yq76,MSLFceid-D77x,26,31992,Other,0,Venture,A,6500,NULL,0,0.2,N,4
ksFgzz9Q-C9UY,9JLndroR-NZdM,xqHIoylH-DZiS,33,45000,Rent,4,Education,A,12000,7.88,0,0.27,N,5
DZdXy6Co-8S4Q,I9GZi7Yb-sH4p,yyytoFHX-qEfm,27,42000,Rent,7,Medical,B,5000,11.11,0,0.12,N,9
0sLImFHw-4q0f,L7TeygMq-OWuH,YPa0t8L7-69Im,32,120000,Mortgage,0,Homeimprovement,A,6600,7.49,0,0.06,N,7
SwZ7bcvH-fNF8,9GhZMiIT-vin2,4lqhlqQh-xjsd,22,27048,Rent,0,Education,C,10000,12.61,1,0.37,Y,4
uP2NNSTP-RrRN,Le9tawoD-KQjY,IfLb1HSL-Xl55,27,124000,Mortgage,9,Personal,B,4350,11.49,0,0.04,N,6
YO6JAYSe-0hfa,19tgT7FH-d6QO,Q5zQONHW-cGtB,28,60000,Mortgage,8,Medical,C,1500,NULL,0,0.03,Y,6
8ws5UNeg-ysSj,YkimYtcW-q9TK,t6Kcpbmv-PvkJ,21,27996,Rent,5,Education,A,3700,8,0,0.13,N,3
pXIZinPZ-kFyR,dwuWdnKR-WHm8,i5FF1m8A-uw0A,24,72996,Rent,2,Personal,B,5500,11.49,0,0.08,N,3
gZk0ptvM-hUFb,HnPrPa9h-osFR,yhN6k56N-tGSS,40,53000,,NULL,Medical,A,15000,11.99,1,0.31,N,7
SpBZ1MNT-tNxO,TLv0dbqA-164W,M4tap041-QrKH,23,94200,Mortgage,6,Education,A,18000,6.54,0,0.19,N,3
ZkTkwUJL-14qc,2kI8qOLj-D4cU,Zxvl3If7-0Mwd,30,110000,Mortgage,4,Medical,B,12000,10.74,0,0.11,N,8
JlEW4tWH-fYqj,TzipbFJk-Ubxh,nWY9LD9K-xzci,26,56000,Rent,7,Medical,E,22000,17.19,1,0.39,N,3
W5nkr2DF-nMFc,exjJp3ZY-kmEN,XxNlX0vO-ZEpk,25,20000,Rent,1,Venture,A,12000,8.07,1,0.6,N,4
DHfQL2jt-IBQP,n25hZlGG-F46A,goMjArLj-Br11,29,63500,Rent,4,Debtconsolidation,B,1600,11.83,0,0.03,N,5
We9mF83S-K6Nn,vici1btO-28qs,FRHLFmUD-5OaL,36,51000,Rent,5,Medical,C,8000,13.47,0,0.16,Y,13
DixG5CNA-o2Xq,t7GIxUUF-X5YC,eaF8FU5B-Icka,29,44875,Rent,0,Medical,A,7500,8.32,0,0.17,N,8
GOtQCCw5-d7r8,3UbtEzwH-GGtM,9LePI7Cv-rZnK,29,121722,Mortgage,8,Debtconsolidation,A,7200,NULL,0,0.06,N,7
