id_pessoa,id_historico_banco,id_emprestimo,idade,salario_anual,situacao_propriedade,tempo_trabalho,motivo_emprestimo,pontuacao_emprestimo,valor_solicitado,taxa_de_juros,possibilidade_inadimplencia,percentual_emprestimo_salario,eh_inadimplente,tempo_primeira_solicitacao_credito
LJk5ZYtK-KGzW,kHMD3UYm-lzde,hg9WuMab-id81,21,27600,Rent,2,Education,B,3000,11.49,0,0.11,N,4
M4xkGyzH-J7yl,BL6qtvnJ-TIxu,WvuBBa0n-6Iyy,35,66000,Mortgage,4,Venture,A,3000,6.03,0,0.05,N,7
2c5TJeBX-Bhaz,pFQ0RqtS-TeEb,v24dlQwf-Jmz0,37,85000,Rent,3,Education,C,10000,14.27,0,0.12,N,14
dQ7OIswo-9R1L,IUel1Mih-Rtot,04z2S1YS-WwJn,30,54000,Rent,2,Homeimprovement,E,5000,15.13,1,0.09,N,7
ujsO1H6w-LIYl,1dOlFHy4-Pw07,2dKXuf8Z-OpfX,23,47000,Mortgage,7,Education,C,13850,12.68,0,0.29,Y,2
LLjwntfQ-c44w,RbbigFod-syks,MX5tKFZx-w71A,25,112000,Rent,7,Debtconsolidation,B,5000,10.25,0,0.04,N,3
TNzoNDQd-53OZ,plocyhM5-pNdf,HigIbFrn-CpoP,30,40800,Rent,7,Personal,B,2400,11.49,1,0.06,N,9
wknyjegH-4z2m,pbAZb6W6-W983,fqgMxCHC-gK1T,24,99000,,8,Debtconsolidation,A,6000,NULL,0,0.26,N,2
byqNuvCR-wCl2,DGGIKUXv-IK29,Lr5SHeZM-aUub,33,24000,Rent,NULL,Debtconsolidation,D,1000,14.91,1,0.04,Y,10
cTDz17U9-opsU,nXUKnwZO-T6qG,I2apZ8Lj-bzS9,38,48000,Mortgage,23,Medical,D,9000,15.21,1,0.19,Y,15
yMAKyaOx-UwAw,k8YPUIIn-0wZi,KZXEXzce-RcCZ,29,57600,Rent,1,Education,B,21000,9.99,NULL,0.15,,16
utAh29tr-5SKh,rQDifpHK-lhmT,5cuXo8ct-ettp,25,110004,Mortgage,9,Homeimprovement,A,15000,7.66,0,0.14,N,4
ntM2TAEy-aSoG,G5SkxRiQ-817O,zgYqcg8C-b8HB,25,88500,Rent,3,Venture,C,7200,13.47,0,0.08,Y,2
SqoNzux7-7nw8,kJJt6yj8-aiBt,8MIDht59-dJv7,25,60000,Mortgage,4,Medical,A,8650,7.51,0,0.14,N,2
q9JCcyOU-9YAh,as8WAriC-nB3w,881Wczll-9QyE,29,48000,Mortgage,8,Medical,A,4500,5.42,0,0.09,N,7
oFC1XDv6-abaY,eyITxeQ1-eBt5,6Kdj1wpX-Ov7J,36,46000,Mortgage,3,Venture,A,8000,5.42,0,0.17,N,15
wwwtdBl4-v8vb,75Fk9t7Z-w0PZ,6wlYoWpP-k8M5,41,43000,Own,3,Venture,B,22800,12.21,0,0.53,N,11
uCSzWofh-TCTH,2oqzc1GT-rEL0,a2fGoxfW-y2Hm,29,18000,Rent,5,Homeimprovement,B,5375,12.69,1,0.3,N,9
Ke9GAsjD-4ICN,p25AZZxp-C9Dd,OXFo4pfx-G9Rd,33,59000,Rent,17,Medical,B,9600,9.91,0,0.16,N,8
0h9XLFLa-eOOf,iL4nPq7n-55n1,f0R2n0yN-6ayY,27,80000,Mortgage,11,Personal,A,8500,6.03,0,0.11,N,6
d10HdjX9-xlsy,6E2FlXRc-5h6X,Y35IUP7q-3ApP,24,41000,Rent,4,Medical,C,15600,12.87,1,0.38,Y,3
DPxYM55y-FcCU,2u346UE7-6ryr,mo0Oz4l8-phqw,53,85000,Rent,2,Personal,A,8000,7.74,0,0.09,N,26
e0dl099k-HbT9,M1UERnLT-QoOt,ZpjRfZbQ-Qdha,24,114800,Rent,6,Personal,A,10000,8.94,0,0.09,N,4
D8Sz0I2f-bESY,XM9h6Lvw-JxHY,Yw2xKz9c-3ose,26,24000,Rent,0,Medical,D,3600,14.96,1,0.15,N,4
6jrsiCDU-M9RF,SHlORvQe-XKxR,50lwZWRO-MNag,26,67000,Rent,9,Venture,A,8000,7.14,0,0.12,N,2
GdDgQQhb-7QRB,1ayJPI4c-Y90m,XkTl6Jcw-njTm,28,95827,Mortgage,11,Education,E,16000,14.5,0,0.17,N,7
IkIAeX7f-dfGP,CYK4Qo99-q5Jn,hcxF7Xde-wpCy,40,69996,Rent,6,Medical,B,3000,10.75,0,0.04,N,15
qATR0wNg-OLlL,NaFeKs8m-Z3F5,HU4IwlUC-ZG4u,29,36000,Mortgage,2,Personal,D,20000,NULL,0,0.56,N,6
fS3wBoN1-CERS,xntvz1ur-TDlv,xytY8drt-jWuD,22,36996,Rent,5,Education,A,10000,7.51,0,0.27,N,4
1Y8Ek92d-n4Il,EiCh2wTH-uRs0,giSkG8vR-qaxi,23,66912,Mortgage,7,Personal,C,16000,12.73,0,0.24,N,3
93KZ7pAN-3dld,HgFe0a5S-vfed,wpE8XGop-9LOc,21,59000,Rent,1,Education,A,5500,5.42,0,0.09,N,2
mg7GWjru-FOi1,lFTQpRma-Itc3,i2iIoZFf-6C3f,28,35004,Own,7,Education,B,4000,11.49,0,0.11,N,10
RnzUnhl7-TDvQ,Q5xs9SPO-JsWw,inNswnu4-JP3J,26,85000,Rent,2,Venture,A,28000,7.49,1,0.33,N,3
ObhGRoP1-HMH3,vrKiIMwa-nRfP,GXDnKErI-90Wl,37,21600,Rent,4,Medical,D,3800,NULL,1,0.18,N,11
2SMkEiY1-lfZF,4kHx55U2-2mES,WbDt3jjL-cIfH,NULL,45000,,3,Education,B,16000,11.71,1,0.38,N,3
zuw7rEnG-UegN,nT3Jqo4j-2bSx,sPJFnYGI-PIN4,23,30000,Rent,0,Education,C,8400,14.65,0,0.28,N,3
3AbzodvI-K2gj,n3LKTSPU-N8Uo,aaEpZ9Hf-UtMU,31,165000,Mortgage,3,Homeimprovement,C,15000,12.61,0,0.09,N,7
zPem3ped-1BJr,KAGoK0PX-fy0t,nayUgMfT-6iou,32,86000,Mortgage,4,Medical,A,8400,6.62,0,0.1,N,8
dmT2jTXJ-OaI9,662Eisax-UH88,aq662aQd-NgtO,27,78500,Rent,6,Education,A,8000,8.59,0,0.1,N,8
tbKteagJ-bMZ1,Dd2Hvoud-Gr6k,aOaXP6ro-eUfF,33,120000,Mortgage,6,Medical,A,4500,5.99,0,0.04,N,5
lDA8rpHS-BnvK,CjLuU6Eb-t6oK,NFxlA8Yf-pGM9,26,22800,Rent,4,Personal,C,5000,13.57,0,0.22,Y,2
eNJ3kKhL-SF5g,YZSx4gA6-rYmG,q7j4wloc-2MG1,24,39000,Mortgage,3,Debtconsolidation,D,4150,17.58,1,0.11,Y,2
0NcvDy4a-ra9l,xrPp1xs2-GOHF,hA9PpqeO-xYEF,32,55000,Mortgage,16,Personal,C,7000,13.48,0,0.13,Y,8
cYWEAiJj-l0I6,vU7qaQ6Z-tM32,LYx9TPCe-tE2E,23,90000,Mortgage,7,Personal,D,15000,15.31,0,0.17,Y,4
2oP16JhG-F8XW,FQdHlns2-0FWk,63e82hHt-teRu,22,66000,Own,6,Education,A,5000,7.9,0,0.08,N,4
NYEaRpqE-QnSJ,xcGCFLCS-NLuX,klo4EURw-L5kv,24,75000,Mortgage,5,Education,C,7200,NULL,0,0.1,Y,3
4MjGG8x9-b9Uu,CYyv8vjy-aWOt,NcRaBeqA-SHiy,33,115000,Mortgage,6,Medical,C,10500,13.49,0,0.09,N,9
eabaLE96-I8fI,aAojKeYO-GLe9,zXOX2OGk-8HgP,25,45000,Rent,5,Medical,B,2500,12.69,0,0.06,N,4
KhgXapUj-nxIN,qL6ybXzN-ySst,8r3UfTxk-YRz2,22,51996,Mortgage,6,Personal,A,6000,7.88,0,0.12,N,4
PjUX1ztq-uAx9,92AwYjiH-0QCs,J4FgsdDg-uxqX,22,34404,Rent,2,Debtconsolidation,D,7500,15.05,1,0.22,Y,2
CblggIQq-7Fp8,De4YYLZ1-FY1g,5O0Qypun-XtT4,23,80000,Own,7,Venture,B,25000,9.99,0,0.31,N,3
c1fAx8Uh-fk6h,EPRoZdfe-jiw5,sx6PRAzY-Tznx,24,60000,Mortgage,8,Venture,A,2800,9.32,0,0.05,N,4
gBGhZQCP-fvPe,ucQH7loD-C8C0,yskrCuGZ-eQ27,27,64000,Rent,3,Personal,A,3600,7.49,1,0.06,N,5
GN6ytQnE-DzMK,mMtKwh3x-cEpY,WbeWEny4-1t34,24,117996,Mortgage,6,Venture,E,18000,17.04,0,0.15,Y,3
uHZxxrga-4y1b,ZvD91Bbt-GLpW,bsHZngMu-SRls,23,38000,Mortgage,5,Personal,A,5400,7.9,0,0.14,N,3
GTO3xGzD-4oiz,sF5jokvT-eTUg,YWO4Ma8L-qI9E,30,72000,Mortgage,3,Personal,B,12000,10.95,0,0.17,N,5
9BOwm34a-hRqc,S0FZp8Ne-YuQ1,v5KUvAMI-3jzj,28,100000,Mortgage,0,Venture,C,18000,13.99,0,0.18,Y,6
ihJMcmyp-Ko0D,jvE3L6yB-DKRJ,CBKr7ygx-kzAS,35,39996,Rent,4,Education,A,8000,5.99,0,0.2,N,5
fiHGlxc0-WqBp,aWwkj61l-xu0j,QXDko72w-2IZv,25,31000,Rent,1,Homeimprovement,B,3000,NULL,1,0.1,N,4
cFzLou13-ir4E,rBpycq3y-N0Zk,jmmOa1kn-UuzN,23,20000,Rent,6,Personal,C,4000,12.23,0,0.2,Y,2
4xMgHOng-zjIB,YEjt2jud-3mMP,4AZmB6Mr-ofOP,24,133000,Rent,5,Education,B,17400,11.71,0,0.13,N,4
yYFHGWKS-2el6,dwuGjAyP-cd2C,m7NH5fyU-ciQa,22,45000,Rent,3,Medical,A,5800,7.88,0,0.13,N,3
9gveRoF5-CM6H,PlBBxWSp-kQL2,GuDAoiwR-OSvr,23,56000,Mortgage,1,Medical,A,10000,8.59,0,0.18,N,3
M7yreSbX-q0T6,cIYI5DQa-bEQo,9UlzzP3H-6UzQ,31,31600,Mortgage,4,Medical,B,7500,11.36,0,0.24,N,10
DGMaOrPY-bjnU,re9OsO1H-4yBZ,qS9Qw6Ys-ZdiK,24,100000,Mortgage,5,Personal,B,14000,10.75,0,0.14,N,3
Hrk2jzrJ-ggJY,vCPknwyJ-fKt6,LglB2aTr-FqgR,25,55000,Mortgage,10,Education,C,15000,NULL,0,0.27,Y,3
EyiIKdDK-D6jk,bAcLwo8u-UFBe,rC7ue6fh-bavc,33,21996,Rent,0,Education,C,9250,12.87,1,0.42,N,9
Ab3rLGcx-rKAw,ueGtfdrd-8rFH,LIcbtTKL-lKtU,46,60000,Rent,10,Medical,C,15000,13.49,0,0.25,N,17
ICprTb6t-yPXf,1lafB6Nt-Yb9L,5JiaDi9D-tg1l,25,42000,Rent,3,Venture,A,18000,6.17,1,0.43,N,2
XOIz8KKM-m8ws,kCTcL9Fh-rQmj,96o5JezW-c8w0,23,200000,Mortgage,0,Personal,A,5000,7.43,0,0.03,N,4
0Yb2haeZ-xtNg,HkwKNCO7-Krf5,Qeq6YuI3-4dZ7,22,62400,Rent,2,Venture,B,5000,12.69,0,0.08,N,3
EoQbb0t7-lSCP,G7zhdbJN-sUCA,1bPeb7mj-hDHN,32,86004,Mortgage,16,Debtconsolidation,A,8000,5.79,0,0.09,N,5
4kc1SNie-l58o,OMFh9Hc3-h9LH,NfiWEpwr-U6Tc,31,56000,Mortgage,4,Medical,A,8000,8.59,0,0.14,N,6
yBfoLC8z-GQDo,nvBm4Q9J-i1iu,oDearF6M-xmwb,23,48000,Rent,3,Debtconsolidation,A,8000,8.49,0,0.17,N,2
UrrDSeXi-WBvy,kpcbrwB2-SX9N,gCcGLB1X-B1Uy,38,114000,Mortgage,22,Debtconsolidation,B,19000,9.99,0,0.17,N,12
ykcaNGur-pRC8,gWdfXnu8-3rJz,lcmdCI8E-w1PK,24,81996,Rent,1,Debtconsolidation,C,4000,12.53,0,0.05,N,4
tad8vkTn-vp4l,RrDGKyTj-Klus,TOt8c6L6-s7ik,33,48000,Rent,17,Debtconsolidation,B,3500,11.86,0,0.07,N,10
mt9FbU9Y-vdfk,8J9IGXTn-EguF,a78If8dc-JsxC,31,45000,Mortgage,12,Personal,A,6000,9.32,0,0.13,N,9
OYlSzNao-AaC1,hvmChwqB-98Uu,S1RYT9oj-0GzJ,26,52000,Mortgage,6,Personal,B,3300,10.99,0,0.06,N,2
YwpscPjN-RyGi,oRnThfJH-8EDo,Euaik5Ct-RgtN,39,32000,Rent,NULL,Venture,A,NULL,11.71,0,0.12,N,3
IJBAF6fd-hDCG,oPJrwpj6-jMXt,DYSp2tmg-rf3h,27,38004,Mortgage,0,Debtconsolidation,D,12000,16.77,1,0.32,N,6
nGNMhiGX-LsO4,QN1RhBpc-KauH,G1ewdgYc-RTC0,23,44004,Rent,0,Venture,E,12000,16,1,0.27,N,2
CYQnRUIB-tw5Z,F7aMg2Eb-3u8G,G8iC0gnq-hC7g,28,44500,Mortgage,5,Venture,B,20000,9.45,0,0.45,N,10
cbWvHOZa-FygL,gZuKNU7S-uXdO,HojZL354-uFr3,22,50000,Rent,7,Medical,A,4000,7.4,0,0.08,N,2
GiRAPOOZ-F5sk,doQdB0qk-0wdy,ePpIPvmb-y914,24,90000,Mortgage,3,Venture,A,12000,7.51,0,0.13,N,3
dWo1gXXw-YlqB,D53issJU-sE2c,aXanktOp-lIvf,25,90000,Mortgage,9,Homeimprovement,A,10000,5.42,0,0.11,N,4
Lun1O9Yk-3Kcr,yi5KvzNs-tK8G,JG7Jggfp-tDpQ,23,55000,Mortgage,1,Venture,B,1500,11.49,0,0.03,N,3
Kb4PsvNv-SGZE,Yn70yTJ8-Uq0M,WTWrFsEz-5pSh,31,40000,Own,0,Medical,D,15000,15.31,0,0.38,Y,10
hw9HwidM-bZMq,B5XwHQIM-Ce0b,M001gktk-YrMS,23,57000,Mortgage,6,Education,D,17500,14.09,0,0.31,Y,3
uqcC7dTt-OyUr,WBiCK5XM-kloA,XS4Aoskg-F4sT,24,32400,Rent,0,Medical,C,1200,13.11,0,0.04,Y,2
njxFDuCE-v1Nb,ZYplg4dP-O7b3,40qlhA7j-5biQ,23,75000,Mortgage,4,Medical,C,16800,13.47,0,0.22,N,4
C1z2eWEB-rCR8,0PZscGxH-IOSj,oPdgizsR-A37I,25,82560,Rent,6,Debtconsolidation,A,4500,7.42,0,0.05,N,3
FzRhy3lS-39Bt,JhoNlSm4-4dF0,jO0e9bhw-DYHz,29,110000,Mortgage,6,Medical,B,5000,9.91,0,0.05,N,9
D2Ls1bE2-6p1T,vb1wahP1-DxUp,akcQLWec-H9s3,40,81120,Mortgage,1,Education,B,24000,9.25,0,0.3,N,15
evgAsF3O-Q46W,aKWY6clX-gdsN,rizxYyR3-akyr,26,50000,Rent,0,Venture,B,4800,NULL,0,0.1,N,3
0GZvrlej-NeJj,KjPm1FWp-0DTM,f1iUo5bw-ZhfI,23,33996,Rent,0,Personal,D,5000,14.84,1,0.15,Y,2
40igglX3-Srbo,xdtdwNpc-YZBl,qvZbC4QO-Lu73,31,88000,Rent,1,Debtconsolidation,B,13225,12.42,0,0.15,N,7
rab9Ff8j-XYqI,e4sGSB0W-WsLj,njPidLt8-wjG5,23,60000,Rent,0,Venture,A,8400,7.49,0,0.14,N,3
HwwIfP5R-eazP,g6Qm3sah-IOv6,EmEHFJIP-uC29,32,52000,Rent,0,Personal,A,7125,7.49,0,0.14,N,10
jihtnqIM-l3Wm,piclsXa6-nFdd,ZXvEWTRv-JQXI,30,60000,Rent,8,Medical,A,5000,NULL,0,0.08,N,8
zvXW269D-19LF,OAp0ukkT-QYD4,hH4yp1Cx-cRjb,24,48661,Mortgage,7,Education,D,8000,17.58,0,0.16,N,2
tsIjFW3T-MUyb,fArusKjy-hLc7,l3ysMnrx-uPM8,38,55000,Rent,0,Education,C,6500,11.03,0,0.12,Y,12
C1a0p6cy-4wxF,lcxwzZNl-3Yxp,zsNiSNTn-860k,22,26886,Own,6,Education,C,7500,NULL,0,0.28,Y,4
6PETKngf-Bkcm,xJ2gi4DT-xYDk,Io8ewRco-Cfrq,34,70000,Rent,19,Medical,B,2400,11.99,0,0.03,N,7
Mn6kINdb-Utjb,c8KwPDtU-WcJt,t0fj2yTl-P7ET,30,69000,Rent,2,Venture,E,20000,17.14,1,0.29,Y,7
qkfjgZkX-3Qbv,U1FpP2tf-dmd5,5vXWCrUr-coix,30,115000,Rent,7,Debtconsolidation,B,7300,10.25,0,0.06,N,9
CAw5KFYe-NZjf,65f6uorZ-YT2g,z9suqDUh-Y0JQ,34,30000,Mortgage,6,Medical,B,4650,NULL,0,0.15,N,8
1GRJyZsP-Kgl6,qyz2UHDq-Z1on,Yf3USGxd-asiH,34,42000,Rent,2,Medical,B,2500,10.59,0,0.06,N,6
J9qwzskT-gfTm,KjvT9j8q-kfx1,3pn6fGH2-QaAF,34,45000,Mortgage,1,Debtconsolidation,C,3800,13.16,0,0.08,Y,5
fouL80A0-GSbF,MbRLoU9m-0E32,ozHrj2lo-1sBq,28,39000,Rent,6,Medical,D,8000,14.91,1,0.21,Y,7
Qnm7zWkH-6vmw,l5bn5YEr-f5sQ,1SMDrPc6-zieh,24,54000,Own,8,Education,C,1200,13.11,0,0.02,Y,3
iWzdnAgb-suBH,Uzelr67n-v7SG,pn98XcB0-DUtg,36,39520,Own,14,Venture,A,5000,5.79,0,0.13,N,16
h3eteU2p-Gld3,qkyF5DCx-biSB,Nw6oy0gl-Zy9n,31,18996,Own,6,Homeimprovement,C,7000,NULL,1,0.37,N,8
8OfZ06xM-pjmi,8FSX192n-7XWb,ohMpzXOX-JNbR,36,37000,Mortgage,5,Medical,E,3000,18.39,1,0.08,Y,15
k3sSLGhS-LlCG,MgouHBgc-bdJU,s4QYKuSz-LOcv,24,66300,Rent,4,Medical,D,30000,NULL,1,0.38,N,3
FESrhmDv-zXX1,Z2qKnAfU-4rKT,lm1n8W3p-mPi8,26,97000,Mortgage,5,Debtconsolidation,A,4000,6.62,0,0.04,N,4
8c81cG9o-aYn9,591GG2lB-WHvZ,9EOFIOGR-Py2O,31,42000,Rent,3,Medical,B,5000,11.86,0,0.12,N,9
ndgUXZ25-4cDO,oUvFpzGY-3pez,TPTQCpN9-F7f1,33,19200,Rent,NULL,Personal,B,6000,10.65,1,0.31,N,6
tCTRKxxm-wDbJ,UP0oMBGf-XBPy,wyi4DyTS-b9ih,44,95000,Mortgage,1,Personal,B,21200,9.91,0,0.22,N,14
6ISQjhEW-1lHT,Ot7L2Jap-Z517,Iigvlx5q-BzTH,NULL,47000,Own,8,Venture,A,6000,7.9,0,NULL,N,10
4J1YUI1F-Um5W,Nn2nytEl-4riU,s3XAXqXb-I20x,25,44000,Rent,9,Medical,C,8500,14.27,1,0.19,N,4
FmwjqMWP-zmuy,fqYQuO2p-FB60,jxS64doh-Hetf,24,130000,Rent,7,Debtconsolidation,B,24000,11.49,0,0.18,N,3
fUHfzQEz-mg9Z,9c0DOjaB-WkWd,9ZNqQ846-jzlE,25,72000,Mortgage,9,Education,B,14000,12.42,0,0.19,N,2
vuQJFJuQ-xLwW,JxCiWsop-AOZc,4REapXfI-J1Kf,23,18000,Mortgage,1,Medical,D,2500,15.95,1,0.14,N,2
1e5LjBri-Qnn7,JgLMhTQe-Hq8p,c4Xk5wv5-zkcG,31,74028,Rent,5,Education,B,15000,10.59,0,0.2,N,9
S2elOxRr-I5DJ,NAewTBYi-TyUr,va2s6TDG-JBee,25,82000,Rent,2,Personal,A,9200,6.03,0,0.11,N,3
Xw48G3Ub-zfyl,rxjKKPyc-ERNu,9qAgSRYz-9TEO,27,37000,Rent,NULL,Medical,B,9000,11.11,0,0.24,N,5
7mjL9GMI-aP7X,oHRlJ1or-ZOwp,LrzplieH-sOgw,41,28000,Own,9,Education,A,2000,7.74,0,0.07,N,16
Kn3wxm4i-9THd,LdlT6qvq-GutX,5ysAsSfR-BQlh,26,37000,Mortgage,7,Education,B,8400,10.99,0,0.23,N,4
SpM03wsj-50hH,xmfjPUnD-nJ48,s1IZIdHt-jfC8,24,100000,Rent,1,Venture,B,15000,11.89,0,0.15,N,2
TZZH6RqR-XYAD,MHxO6vdE-RRuz,JOwHdf18-4ZCF,26,108000,Mortgage,4,Homeimprovement,B,7200,9.62,0,0.07,N,2
MePF4N1v-htWc,a8A6qqrs-i0F9,SesvvUwT-KIzR,26,32000,Rent,1,Venture,C,7500,13.79,0,0.23,N,3
hwkl083e-1ewZ,jw8bOzWO-i0yz,4SJ5lPf7-DXzn,22,88000,Mortgage,0,Venture,B,15000,11.83,0,0.17,N,4
YNLKL1tH-y9D6,81PEkImj-SUK3,18uZArHh-jtvB,38,17760,Own,NULL,Medical,C,2800,NULL,1,0.16,N,16
60YJzWEl-jNKh,NFMzgZ5u-Weh4,BUkyfawG-eg3o,23,30000,Rent,7,Education,B,3600,9.7,0,0.12,N,3
pmdGhDCd-gxE4,90Noebr2-3u8u,zFoHRhPz-1wHR,23,48000,Rent,0,Personal,A,6800,6.54,1,0.14,N,4
kGsgqY0U-QB6x,pwMMAkxx-M8BU,vGTfoX73-Hvd5,23,71500,Rent,3,Debtconsolidation,D,30000,NULL,1,0.42,N,4
iqlcgRD2-gmNO,xPGUrQas-OkJC,zyaUiBA2-QSLh,33,60000,Mortgage,1,Venture,D,17000,16.07,0,0.28,Y,5
rJiw0a88-aYZH,HZf0bjOK-0K30,3wTu4L5s-T0tR,27,92508,Mortgage,11,Personal,A,13000,7.14,0,0.14,N,5
Ni5D522h-hf8J,NEM2GyJH-iA8y,INY9LF2P-UAEp,28,65000,Mortgage,6,Personal,D,22000,15.65,0,0.34,N,5
Y6ZgfNAh-gEpm,i1uh8KzM-fymW,4oTN838P-ZRT7,23,90000,Mortgage,6,Debtconsolidation,A,12000,NULL,0,0.13,N,3
7CBgsDL3-eRM3,cSpZn3uz-4L9F,YNPU3OvJ-bpjy,25,42910,Rent,3,Education,D,10000,18.25,0,0.23,Y,3
RIHQmv96-Xjok,wMK4KKGX-A3Qs,uaEuiI6J-GFU7,24,32000,Rent,2,Education,B,2000,10.59,1,0.06,N,3
3fp0y0wm-dsd7,clqzFZaR-h2RC,oNZPEl7K-A3H1,22,10000,Rent,0,Homeimprovement,D,1000,14.74,1,0.1,N,4
Jicm7gfp-wbXE,DoduY27d-NFQq,p9Tr5nZo-h7xs,27,180000,Mortgage,7,Homeimprovement,A,16000,NULL,0,0.09,N,8
p65SkEJT-rrtZ,AziEEOAO-YA9B,hLBD9i3A-EED1,31,34000,Rent,3,Debtconsolidation,A,5000,5.42,0,0.15,N,7
n36XDkyd-pHI0,WaTZ7qo2-XB54,0r9h84TW-h5ho,27,65000,Mortgage,0,Homeimprovement,D,22000,14.09,0,0.34,Y,6
ilrJ6rZq-CX13,byXUM2Ms-LsfZ,tDQetWZn-PAi6,22,70000,Rent,6,Education,D,29100,15.99,1,0.42,N,3
HNN6Grnl-fknG,qBFrloUA-XKUB,NuXchJo0-2dX5,24,75000,Mortgage,9,Homeimprovement,A,11500,5.42,0,0.15,N,2
yakFUmEZ-DOB4,gnytRXfa-1YmA,vKJ4HhXw-tz5J,25,95004,Mortgage,9,Education,A,18000,7.51,0,0.19,N,4
aqmszoMi-oYZ0,Q5pFW6IJ-1FE6,mdq1MdwM-r0bf,24,85000,Own,2,Education,B,27500,11.99,0,0.32,N,2
LZUg5Ezk-g0JW,ZI4lXd5Q-hsnY,ov7ONKKf-GatJ,37,63000,Rent,2,Debtconsolidation,B,9000,NULL,0,0.09,,9
Qlxd2JHS-SznC,jCsKD2jl-kWuQ,KbaYnLW6-dsLj,28,53376,Rent,5,Personal,A,10000,5.42,0,0.19,N,5
Ys5rJiJn-F0lk,7cdWHgBj-pEDY,kcUzGUwN-RWRk,22,42500,Rent,0,Medical,E,1500,17.19,1,0.04,Y,4
1gHocgzS-D3rD,5qZQrDSb-Aq1M,dFyPBWzT-k4dZ,27,46000,Rent,11,Medical,B,8000,11.36,0,0.17,N,8
MtLOuu32-cO4M,BRn0sZTW-7GRA,PiCjLMqk-yEKv,22,73000,Mortgage,6,Venture,A,7000,7.49,0,0.1,N,2
WvGb5NMz-SNoP,qNYNQdRK-EJpb,T2kKS0XG-051y,37,84000,Mortgage,21,Venture,C,24000,NULL,0,0.29,Y,17
uEOsSZH4-CIm7,fgZCqYMu-fw6D,LnxfHwJd-tdvi,24,40000,Rent,8,Medical,C,4500,12.84,0,0.11,N,3
x25uwrpf-9k9D,dXovY5mm-PLjQ,qiz2qOJl-LFM5,32,NULL,,7,Personal,C,10000,NULL,0,0.06,N,5
K0yyoBoU-57jo,OdkuY78i-N7hw,f2Q8AnbR-JY61,25,33280,Rent,1,Medical,B,5500,NULL,0,0.17,N,4
CBJoDcXm-gkTn,zCiEfAUM-vGvX,u6Bmx1hp-PqfQ,27,39000,Rent,0,Education,C,8000,11.03,0,0.21,N,9
s75pWmDa-xzk8,gePvbdiY-2COW,rUuBZnop-TJ2p,24,56000,Mortgage,2,Education,C,5250,12.87,0,0.09,N,2
YmB2Rnsc-oQ5h,xya09eZJ-67vU,gG4lcPsb-RM3D,31,48000,Rent,11,Medical,B,2000,10.65,0,0.04,N,6
JcWg88Iv-TKYq,OH88qG3c-dx7l,7eo61nWW-egAU,31,55000,Rent,3,Personal,B,6000,10.38,0,0.11,N,6
5fG907je-5S5m,mf5C2anE-Gh0N,ERUv3MHy-JAyj,23,120000,Rent,3,Venture,A,3725,8.49,0,0.03,N,2
QqgCp8dl-3z7f,qjjfjzUw-nD8k,qj1hF404-oL8z,25,70000,Rent,9,Homeimprovement,D,15000,16.02,0,0.21,N,4
oHzfiBMd-2uDz,ZxtPJ73K-lYRB,pgj4NgUo-6xut,21,100000,Mortgage,3,Venture,A,6200,8.49,0,0.06,N,4
68tLO9dS-mZ9H,6MH1gX3C-UEIY,t7zapY15-PIx1,30,96000,Rent,4,Personal,C,12900,14.79,0,0.13,N,9
GvUuUNl7-nlEx,XYDlyu0K-wGbn,7POlA6NI-9WH4,27,51000,Rent,9,Venture,B,1600,10.59,0,0.03,N,6
HKshaX7U-tsye,WWMa3GtJ-fyw6,27rgINSd-jcL4,24,48000,Mortgage,4,Education,A,5000,5.99,0,0.1,N,2
YkqeZw2c-ZWXg,54qHzlW2-9Hcy,4oX9UjXc-KXTr,26,60000,Mortgage,10,Medical,A,12500,6.92,0,0.21,N,3
qsFx4g0C-nniQ,MzzSHMUq-xYuT,tXE8qS8j-QZnA,28,55000,Rent,2,Medical,B,13800,11.83,0,0.25,N,6
Bs9uwXon-4AOu,0UIB9Lhp-bMLh,hN57kETt-r70p,32,84456,Rent,5,Debtconsolidation,B,10000,9.88,0,0.12,N,10
vXD9AtZs-4fIw,Pq3EexbE-sKrg,mx6eQYbB-pQP4,22,49000,Rent,7,Personal,A,7500,6.62,0,0.15,N,3
fvWlCKHp-Q15t,Gf5MU3vr-65Cn,xaoWlyGp-SOhz,27,41000,Rent,6,Education,A,15000,8.49,1,0.37,N,8
0PvaIKbq-QeBj,HgS5n36D-xjcL,P9cU7TJ6-GMKS,22,45000,Mortgage,6,Personal,A,5000,6.99,0,0.11,N,3
buTRyu8E-3IRL,mY9Zm8i5-0Alw,dWAbSFLp-YN78,21,45000,Rent,3,Personal,A,3200,6.54,0,0.07,N,4
XRGm3xFB-jfLh,xqrCUZOz-3Q5O,jh3UFgWu-4Zfg,32,45000,Rent,3,Education,C,3000,12.61,0,0.07,Y,8
YdiGpOlf-LrDv,P2To1Ezf-erHI,tGL59Suq-PNYy,25,98400,Rent,4,Personal,D,16525,15.28,0,0.17,Y,3
oLb3wjJs-1JyG,h0RK8hu3-CzTg,Diry0zQP-BZI4,24,141000,Mortgage,0,Venture,A,10000,5.99,0,0.07,N,3
